
Series anuales. Hechos esclarecidos
Hechos esclarecidos por comunidades autónomas, tipología penal y  periodo.
Unidades: Hechos esclarecidos

,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,
TOTAL NACIONAL,
    6.1.-Tráfico de drogas,2823.0,2196.0,2101.0,2376.0,1806.0,1531.0,1450.0,1414.0,1571.0,1726.0,1903.0,2044.0,2076.0,
    7. FALSEDADES,2826.0,2193.0,1885.0,2183.0,1969.0,1889.0,1599.0,1855.0,1706.0,1459.0,1638.0,1712.0,1864.0,
    8. ADMÓN. PÚBLICA,35.0,39.0,20.0,38.0,60.0,27.0,72.0,45.0,24.0,20.0,28.0,16.0,37.0,
    9. ADMÓN. JUSTICIA,5284.0,4935.0,4366.0,4534.0,4355.0,4128.0,3857.0,3444.0,3350.0,3641.0,3860.0,4149.0,3703.0,
    10. ORDEN PÚBLICO,5444.0,5691.0,5599.0,4349.0,3707.0,3747.0,3745.0,4051.0,4739.0,5075.0,5359.0,5648.0,4987.0,
    11. LEGISLACIÓN ESPECIAL,9.0,18.0,9.0,19.0,8.0,14.0,8.0,16.0,8.0,9.0,10.0,12.0,3.0,
    TOTAL INFRACCIONES PENALES,116796.0,104775.0,94485.0,104461.0,97196.0,93631.0,91100.0,89687.0,97296.0,99959.0,99705.0,98635.0,96077.0,
MURCIA (REGIÓN DE),
    1. CONTRA LAS PERSONAS,6775.0,5995.0,5135.0,5659.0,5459.0,5385.0,5172.0,6711.0,7839.0,7682.0,8631.0,8844.0,8739.0,
    1.1.-Homicidios dolosos/asesinatos,58.0,54.0,49.0,38.0,36.0,44.0,32.0,35.0,30.0,25.0,36.0,33.0,42.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,8.0,11.0,11.0,13.0,10.0,13.0,12.0,11.0,7.0,5.0,8.0,7.0,14.0,
    1.2.-Lesiones,3310.0,2813.0,2480.0,2847.0,2762.0,2735.0,2602.0,2668.0,2752.0,2775.0,3045.0,3119.0,3321.0,
    1.4.-Otros contra las personas,98.0,72.0,68.0,65.0,54.0,35.0,33.0,1509.0,2657.0,2565.0,3135.0,3222.0,2980.0,
    2.2.-Otros contra la libertad,3558.0,3211.0,2966.0,2870.0,2589.0,2480.0,2194.0,1484.0,782.0,731.0,806.0,813.0,690.0,
    3.3.-Corrupción de menores o incapacitados,9.0,11.0,6.0,14.0,11.0,6.0,10.0,13.0,19.0,3.0,6.0,1.0,12.0,
    3.4.-Pornografía de menores,15.0,20.0,15.0,21.0,14.0,12.0,14.0,12.0,13.0,4.0,5.0,9.0,8.0,
    3.5.-Otros contra la libertad sexual,57.0,55.0,50.0,60.0,49.0,54.0,56.0,68.0,69.0,52.0,41.0,41.0,50.0,
    5. PATRIMONIO,10554.0,8778.0,7572.0,8466.0,8602.0,8521.0,8165.0,8929.0,8993.0,9740.0,8741.0,8146.0,8437.0,
    5.1.-Hurtos,3052.0,2431.0,2018.0,2841.0,2878.0,3075.0,3122.0,3507.0,3551.0,3699.0,3352.0,2999.0,3003.0,
    5.2.-Robos con fuerza en las cosas,1823.0,1530.0,1369.0,1559.0,2022.0,2199.0,1957.0,2115.0,2196.0,2639.0,2019.0,1997.0,2203.0,
    5.3.-Robos con violencia o intimidación,849.0,586.0,499.0,640.0,508.0,527.0,535.0,506.0,556.0,651.0,576.0,623.0,605.0,
    5.4.-Sustracción de vehículos,304.0,224.0,240.0,330.0,291.0,327.0,305.0,298.0,279.0,328.0,382.0,314.0,475.0,
    5.5.-Estafas,2452.0,1993.0,1617.0,1426.0,1341.0,964.0,983.0,960.0,904.0,852.0,1011.0,820.0,689.0,
    5.5.1.-Estafas informáticas,1479.0,1094.0,757.0,472.0,400.0,300.0,287.0,263.0,227.0,155.0,145.0,91.0,113.0,
    5.6.-Daños,1031.0,957.0,913.0,809.0,815.0,856.0,725.0,782.0,812.0,895.0,824.0,880.0,968.0,
    5.8.-Blanqueo de capitales,9.0,16.0,13.0,8.0,4.0,5.0,4.0,7.0,1.0,9.0,4.0,5.0,7.0,
    5.9.-Otros contra el patrimonio,995.0,999.0,856.0,814.0,694.0,516.0,490.0,698.0,651.0,602.0,528.0,458.0,352.0,
    6.1.-Tráfico de drogas,478.0,473.0,368.0,341.0,281.0,281.0,256.0,223.0,228.0,308.0,298.0,297.0,305.0,
    7. FALSEDADES,593.0,651.0,437.0,444.0,468.0,319.0,283.0,342.0,304.0,296.0,352.0,374.0,305.0,
    8. ADMÓN. PÚBLICA,8.0,26.0,23.0,14.0,10.0,22.0,9.0,3.0,4.0,8.0,5.0,3.0,8.0,
    9. ADMÓN. JUSTICIA,1634.0,1257.0,1163.0,1057.0,1016.0,874.0,901.0,808.0,875.0,797.0,957.0,914.0,880.0,
    10. ORDEN PÚBLICO,869.0,806.0,891.0,553.0,564.0,545.0,529.0,483.0,659.0,656.0,706.0,861.0,811.0,
    11. LEGISLACIÓN ESPECIAL,14.0,10.0,13.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,
    TOTAL INFRACCIONES PENALES,27544.0,24178.0,21180.0,22362.0,21779.0,20994.0,19858.0,21497.0,22295.0,22681.0,23127.0,22939.0,22741.0,
NAVARRA (COMUNIDAD FORAL DE),
    1. CONTRA LAS PERSONAS,2591.0,2085.0,1807.0,2239.0,2140.0,2114.0,2235.0,2181.0,3014.0,2286.0,1338.0,1401.0,1765.0,
    1.1.-Homicidios dolosos/asesinatos,29.0,18.0,17.0,17.0,25.0,22.0,10.0,28.0,14.0,11.0,10.0,14.0,10.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,3.0,1.0,1.0,6.0,11.0,7.0,1.0,10.0,2.0,3.0,4.0,5.0,3.0,
    1.2.-Lesiones,1376.0,1101.0,858.0,1211.0,1103.0,1131.0,1303.0,977.0,1077.0,731.0,451.0,499.0,509.0,
    1.4.-Otros contra las personas,102.0,49.0,30.0,30.0,32.0,31.0,34.0,586.0,1301.0,1075.0,611.0,560.0,697.0,
    2.2.-Otros contra la libertad,1444.0,1255.0,1030.0,1113.0,1008.0,1139.0,1439.0,523.0,205.0,174.0,168.0,165.0,301.0,
    3.3.-Corrupción de menores o incapacitados,11.0,11.0,8.0,4.0,6.0,18.0,20.0,11.0,2.0,7.0,4.0,3.0,5.0,
    3.4.-Pornografía de menores,4.0,4.0,7.0,6.0,6.0,5.0,7.0,7.0,3.0,1.0,2.0,2.0,5.0,
    3.5.-Otros contra la libertad sexual,18.0,16.0,26.0,17.0,26.0,14.0,26.0,18.0,12.0,9.0,2.0,4.0,4.0,
    5. PATRIMONIO,3399.0,2968.0,2728.0,2997.0,2741.0,2800.0,3402.0,2763.0,3163.0,2549.0,2148.0,1866.0,2093.0,
    5.1.-Hurtos,1199.0,942.0,768.0,1047.0,974.0,948.0,1245.0,1138.0,1246.0,1034.0,953.0,761.0,778.0,
    5.2.-Robos con fuerza en las cosas,349.0,265.0,324.0,459.0,332.0,374.0,572.0,399.0,505.0,428.0,384.0,464.0,470.0,
    5.3.-Robos con violencia o intimidación,177.0,136.0,102.0,98.0,69.0,128.0,117.0,127.0,75.0,83.0,79.0,55.0,73.0,
    5.4.-Sustracción de vehículos,38.0,43.0,51.0,77.0,71.0,73.0,89.0,68.0,57.0,75.0,44.0,47.0,40.0,
    5.5.-Estafas,741.0,833.0,824.0,625.0,575.0,547.0,553.0,411.0,495.0,377.0,287.0,233.0,286.0,
    5.5.1.-Estafas informáticas,420.0,452.0,442.0,238.0,226.0,222.0,248.0,161.0,174.0,157.0,82.0,66.0,80.0,
    5.6.-Daños,541.0,468.0,398.0,393.0,416.0,473.0,530.0,390.0,470.0,313.0,271.0,231.0,341.0,
    5.8.-Blanqueo de capitales,7.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,
    5.9.-Otros contra el patrimonio,335.0,265.0,253.0,276.0,273.0,245.0,267.0,199.0,267.0,173.0,122.0,72.0,95.0,
    6.1.-Tráfico de drogas,142.0,142.0,147.0,147.0,136.0,145.0,217.0,169.0,178.0,133.0,109.0,146.0,142.0,
    7. FALSEDADES,168.0,256.0,167.0,161.0,154.0,140.0,374.0,94.0,167.0,116.0,99.0,104.0,148.0,
    8. ADMÓN. PÚBLICA,4.0,6.0,2.0,4.0,4.0,10.0,2.0,4.0,3.0,9.0,3.0,13.0,12.0,
    9. ADMÓN. JUSTICIA,483.0,376.0,381.0,393.0,378.0,321.0,356.0,284.0,201.0,151.0,153.0,170.0,305.0,
    10. ORDEN PÚBLICO,520.0,432.0,417.0,353.0,299.0,282.0,307.0,361.0,511.0,455.0,378.0,310.0,540.0,
    11. LEGISLACIÓN ESPECIAL,5.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,6.0,3.0,
    TOTAL INFRACCIONES PENALES,10976.0,9218.0,8129.0,9232.0,8642.0,8146.0,9531.0,7220.0,8221.0,6624.0,5492.0,5426.0,7363.0,
PAÍS VASCO,
    1. CONTRA LAS PERSONAS,33.0,21.0,21.0,29.0,21.0,32.0,27.0,33.0,76.0,45.0,62.0,42.0,46.0,
    1.1.-Homicidios dolosos/asesinatos,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
    1.2.-Lesiones,12.0,6.0,5.0,1.0,5.0,13.0,12.0,8.0,18.0,8.0,18.0,15.0,11.0,
    1.4.-Otros contra las personas,0.0,0.0,0.0,0.0,2.0,1.0,0.0,15.0,39.0,25.0,31.0,17.0,22.0,
    2.2.-Otros contra la libertad,36.0,32.0,30.0,68.0,37.0,46.0,36.0,23.0,22.0,10.0,15.0,10.0,18.0,
    3.3.-Corrupción de menores o incapacitados,0.0,2.0,13.0,1.0,0.0,3.0,0.0,3.0,3.0,2.0,1.0,1.0,3.0,
    3.4.-Pornografía de menores,9.0,18.0,12.0,22.0,22.0,24.0,27.0,16.0,8.0,5.0,15.0,18.0,43.0,
    3.5.-Otros contra la libertad sexual,3.0,0.0,21.0,17.0,1.0,9.0,5.0,6.0,3.0,2.0,3.0,7.0,5.0,
    5. PATRIMONIO,753.0,504.0,450.0,329.0,279.0,334.0,303.0,249.0,292.0,347.0,239.0,255.0,263.0,
    5.1.-Hurtos,38.0,8.0,12.0,41.0,11.0,16.0,54.0,28.0,34.0,38.0,27.0,23.0,40.0,
    5.2.-Robos con fuerza en las cosas,1.0,4.0,23.0,9.0,5.0,12.0,19.0,8.0,32.0,49.0,29.0,58.0,22.0,
    5.3.-Robos con violencia o intimidación,3.0,1.0,2.0,5.0,1.0,3.0,3.0,0.0,6.0,6.0,5.0,3.0,7.0,
    5.4.-Sustracción de vehículos,48.0,45.0,33.0,38.0,44.0,37.0,26.0,18.0,26.0,36.0,25.0,27.0,25.0,
    5.5.-Estafas,366.0,394.0,342.0,200.0,184.0,212.0,174.0,153.0,161.0,187.0,116.0,117.0,124.0,
    5.5.1.-Estafas informáticas,302.0,322.0,273.0,133.0,123.0,132.0,99.0,84.0,95.0,114.0,61.0,58.0,55.0,
    5.6.-Daños,240.0,8.0,6.0,4.0,4.0,17.0,4.0,2.0,4.0,1.0,6.0,4.0,8.0,
    5.8.-Blanqueo de capitales,4.0,4.0,6.0,2.0,2.0,7.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,
    5.9.-Otros contra el patrimonio,26.0,33.0,25.0,26.0,25.0,30.0,18.0,20.0,23.0,25.0,17.0,15.0,18.0,
    6.1.-Tráfico de drogas,60.0,58.0,53.0,49.0,55.0,52.0,41.0,43.0,67.0,83.0,88.0,60.0,77.0,
    7. FALSEDADES,164.0,162.0,132.0,189.0,158.0,105.0,117.0,189.0,113.0,165.0,131.0,88.0,104.0,
    8. ADMÓN. PÚBLICA,3.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,4.0,
    9. ADMÓN. JUSTICIA,29.0,32.0,19.0,31.0,34.0,23.0,32.0,32.0,27.0,61.0,58.0,62.0,59.0,
    10. ORDEN PÚBLICO,25.0,38.0,24.0,19.0,33.0,34.0,27.0,28.0,39.0,35.0,47.0,45.0,45.0,
    11. LEGISLACIÓN ESPECIAL,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,
    TOTAL INFRACCIONES PENALES,1187.0,941.0,845.0,825.0,708.0,715.0,667.0,671.0,703.0,797.0,732.0,656.0,702.0,
RIOJA (LA),
    1. CONTRA LAS PERSONAS,1250.0,1064.0,864.0,949.0,960.0,905.0,888.0,1082.0,1337.0,1336.0,1452.0,1449.0,1527.0,
    1.1.-Homicidios dolosos/asesinatos,9.0,9.0,5.0,6.0,2.0,6.0,3.0,6.0,8.0,7.0,5.0,7.0,5.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,1.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,
    1.2.-Lesiones,647.0,556.0,426.0,482.0,468.0,451.0,468.0,477.0,518.0,574.0,592.0,676.0,759.0,
    1.4.-Otros contra las personas,35.0,16.0,19.0,12.0,10.0,11.0,12.0,185.0,424.0,385.0,458.0,411.0,435.0,
    2.2.-Otros contra la libertad,509.0,486.0,346.0,355.0,369.0,327.0,323.0,234.0,132.0,110.0,137.0,108.0,118.0,
    3.3.-Corrupción de menores o incapacitados,5.0,2.0,7.0,4.0,1.0,2.0,2.0,3.0,6.0,3.0,5.0,1.0,2.0,
    3.4.-Pornografía de menores,2.0,3.0,3.0,2.0,6.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,
    3.5.-Otros contra la libertad sexual,3.0,11.0,30.0,2.0,6.0,5.0,2.0,6.0,1.0,2.0,2.0,2.0,4.0,
    5. PATRIMONIO,1727.0,1321.0,1095.0,1461.0,1314.0,1205.0,1149.0,1334.0,1354.0,1452.0,1322.0,1354.0,1391.0,
    5.1.-Hurtos,773.0,487.0,431.0,642.0,608.0,600.0,583.0,609.0,603.0,671.0,638.0,651.0,715.0,
    5.2.-Robos con fuerza en las cosas,184.0,150.0,149.0,200.0,177.0,203.0,175.0,262.0,224.0,299.0,184.0,219.0,233.0,
    5.3.-Robos con violencia o intimidación,65.0,60.0,40.0,36.0,39.0,37.0,45.0,52.0,78.0,52.0,61.0,80.0,82.0,
    5.4.-Sustracción de vehículos,33.0,26.0,15.0,25.0,40.0,21.0,23.0,37.0,13.0,37.0,25.0,25.0,38.0,
    5.5.-Estafas,310.0,304.0,189.0,179.0,192.0,126.0,124.0,146.0,162.0,151.0,161.0,142.0,107.0,
    5.5.1.-Estafas informáticas,196.0,231.0,112.0,66.0,87.0,33.0,34.0,32.0,31.0,34.0,35.0,26.0,23.0,
    5.6.-Daños,237.0,180.0,168.0,175.0,159.0,144.0,128.0,150.0,174.0,136.0,186.0,161.0,159.0,
    5.8.-Blanqueo de capitales,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,2.0,
    5.9.-Otros contra el patrimonio,123.0,114.0,101.0,161.0,82.0,69.0,61.0,75.0,96.0,102.0,62.0,68.0,50.0,
    6.1.-Tráfico de drogas,91.0,74.0,71.0,100.0,72.0,80.0,63.0,61.0,56.0,70.0,67.0,61.0,63.0,
    7. FALSEDADES,118.0,135.0,29.0,49.0,45.0,28.0,56.0,33.0,52.0,34.0,51.0,58.0,43.0,
    8. ADMÓN. PÚBLICA,1.0,4.0,0.0,5.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,
    9. ADMÓN. JUSTICIA,262.0,226.0,136.0,227.0,184.0,137.0,160.0,129.0,135.0,114.0,147.0,134.0,137.0,
    10. ORDEN PÚBLICO,144.0,176.0,207.0,116.0,85.0,119.0,109.0,120.0,150.0,194.0,222.0,255.0,210.0,
    11. LEGISLACIÓN ESPECIAL,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,
    TOTAL INFRACCIONES PENALES,4728.0,4054.0,3184.0,3780.0,3450.0,3160.0,3169.0,3413.0,3657.0,3753.0,3953.0,4089.0,4070.0,
CIUDAD AUTÓNOMA DE CEUTA,
    1. CONTRA LAS PERSONAS,659.0,748.0,577.0,622.0,620.0,647.0,605.0,638.0,656.0,631.0,699.0,692.0,726.0,
    1.1.-Homicidios dolosos/asesinatos,31.0,10.0,7.0,16.0,2.0,7.0,15.0,8.0,13.0,11.0,12.0,8.0,5.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,3.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,2.0,0.0,3.0,1.0,
    1.2.-Lesiones,361.0,419.0,342.0,354.0,349.0,368.0,345.0,357.0,314.0,326.0,313.0,353.0,328.0,
    1.4.-Otros contra las personas,1.0,4.0,3.0,2.0,1.0,9.0,3.0,88.0,178.0,184.0,259.0,277.0,320.0,
    2.2.-Otros contra la libertad,232.0,285.0,258.0,210.0,196.0,200.0,237.0,122.0,46.0,51.0,62.0,32.0,37.0,
    3.3.-Corrupción de menores o incapacitados,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,
    3.4.-Pornografía de menores,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,
    3.5.-Otros contra la libertad sexual,1.0,10.0,7.0,4.0,3.0,4.0,6.0,3.0,2.0,4.0,1.0,2.0,3.0,
    5. PATRIMONIO,439.0,499.0,462.0,596.0,601.0,599.0,735.0,725.0,704.0,773.0,807.0,711.0,764.0,
    5.1.-Hurtos,131.0,139.0,139.0,240.0,279.0,230.0,276.0,259.0,239.0,263.0,238.0,247.0,213.0,
    5.2.-Robos con fuerza en las cosas,30.0,43.0,72.0,62.0,69.0,80.0,73.0,115.0,106.0,150.0,144.0,120.0,142.0,
    5.3.-Robos con violencia o intimidación,70.0,108.0,79.0,88.0,63.0,60.0,95.0,87.0,79.0,106.0,74.0,82.0,92.0,
    5.4.-Sustracción de vehículos,13.0,17.0,11.0,27.0,27.0,39.0,95.0,74.0,68.0,71.0,91.0,69.0,108.0,
    5.5.-Estafas,66.0,62.0,50.0,69.0,60.0,88.0,100.0,108.0,94.0,65.0,78.0,61.0,55.0,
    5.5.1.-Estafas informáticas,45.0,48.0,34.0,26.0,25.0,39.0,50.0,54.0,45.0,26.0,34.0,34.0,35.0,
    5.6.-Daños,93.0,88.0,72.0,62.0,48.0,58.0,62.0,54.0,77.0,85.0,114.0,71.0,92.0,
    5.8.-Blanqueo de capitales,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,
    5.9.-Otros contra el patrimonio,33.0,41.0,38.0,45.0,51.0,40.0,27.0,26.0,34.0,31.0,54.0,53.0,54.0,
    6.1.-Tráfico de drogas,80.0,141.0,192.0,284.0,154.0,220.0,248.0,384.0,552.0,889.0,1409.0,1400.0,1108.0,
    7. FALSEDADES,37.0,79.0,161.0,531.0,590.0,468.0,359.0,345.0,397.0,292.0,317.0,331.0,41.0,
    8. ADMÓN. PÚBLICA,0.0,0.0,1.0,8.0,9.0,11.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,
    9. ADMÓN. JUSTICIA,101.0,99.0,115.0,148.0,175.0,184.0,147.0,130.0,119.0,128.0,157.0,84.0,101.0,
    10. ORDEN PÚBLICO,137.0,152.0,147.0,157.0,128.0,146.0,114.0,113.0,153.0,153.0,170.0,137.0,148.0,
    11. LEGISLACIÓN ESPECIAL,2.0,1.0,3.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,8.0,
    TOTAL INFRACCIONES PENALES,1974.0,2299.0,2157.0,2972.0,2910.0,2849.0,2845.0,2857.0,3100.0,3407.0,4269.0,3997.0,3512.0,
CIUDAD AUTÓNOMA DE MELILLA,
    1. CONTRA LAS PERSONAS,843.0,799.0,806.0,855.0,813.0,822.0,788.0,889.0,935.0,806.0,796.0,869.0,914.0,
    1.1.-Homicidios dolosos/asesinatos,6.0,4.0,2.0,9.0,2.0,8.0,9.0,3.0,4.0,6.0,7.0,7.0,5.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0,
    1.2.-Lesiones,456.0,451.0,461.0,518.0,506.0,504.0,481.0,414.0,434.0,415.0,393.0,422.0,440.0,
    1.4.-Otros contra las personas,18.0,21.0,23.0,9.0,23.0,6.0,6.0,124.0,196.0,159.0,154.0,181.0,217.0,
    2.2.-Otros contra la libertad,327.0,341.0,296.0,242.0,295.0,310.0,243.0,137.0,65.0,70.0,73.0,90.0,100.0,
    3.3.-Corrupción de menores o incapacitados,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
    3.4.-Pornografía de menores,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
    3.5.-Otros contra la libertad sexual,2.0,2.0,2.0,5.0,4.0,5.0,2.0,4.0,6.0,5.0,4.0,5.0,8.0,
    5. PATRIMONIO,776.0,698.0,935.0,1171.0,1079.0,974.0,993.0,872.0,762.0,897.0,869.0,898.0,745.0,
    5.1.-Hurtos,284.0,236.0,355.0,482.0,350.0,321.0,350.0,283.0,233.0,308.0,388.0,299.0,165.0,
    5.2.-Robos con fuerza en las cosas,89.0,65.0,85.0,151.0,192.0,173.0,198.0,216.0,154.0,203.0,163.0,236.0,233.0,
    5.3.-Robos con violencia o intimidación,91.0,130.0,222.0,251.0,223.0,225.0,221.0,179.0,172.0,171.0,133.0,147.0,123.0,
    5.4.-Sustracción de vehículos,19.0,12.0,10.0,11.0,18.0,30.0,23.0,25.0,39.0,59.0,45.0,77.0,54.0,
    5.5.-Estafas,152.0,92.0,128.0,118.0,153.0,54.0,49.0,50.0,49.0,47.0,35.0,32.0,31.0,
    5.5.1.-Estafas informáticas,95.0,54.0,77.0,51.0,58.0,15.0,12.0,7.0,14.0,12.0,11.0,10.0,10.0,
    5.6.-Daños,92.0,123.0,85.0,93.0,96.0,106.0,94.0,94.0,75.0,80.0,65.0,54.0,100.0,
    5.8.-Blanqueo de capitales,1.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,
    5.9.-Otros contra el patrimonio,48.0,38.0,49.0,55.0,37.0,43.0,52.0,21.0,35.0,22.0,29.0,39.0,24.0,
    6.1.-Tráfico de drogas,64.0,151.0,125.0,70.0,43.0,60.0,80.0,110.0,151.0,203.0,169.0,194.0,165.0,
    7. FALSEDADES,38.0,36.0,84.0,284.0,188.0,34.0,49.0,84.0,64.0,138.0,233.0,245.0,37.0,
    8. ADMÓN. PÚBLICA,1.0,0.0,0.0,1.0,0.0,2.0,3.0,12.0,3.0,6.0,3.0,2.0,1.0,
    9. ADMÓN. JUSTICIA,99.0,78.0,94.0,95.0,78.0,65.0,76.0,77.0,73.0,40.0,69.0,65.0,72.0,
    10. ORDEN PÚBLICO,103.0,129.0,169.0,134.0,154.0,157.0,126.0,126.0,189.0,125.0,143.0,175.0,169.0,
    11. LEGISLACIÓN ESPECIAL,0.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,
    TOTAL INFRACCIONES PENALES,2578.0,2492.0,2784.0,3318.0,3081.0,2746.0,2683.0,2663.0,2570.0,2658.0,2615.0,2808.0,2487.0,
EN EL EXTRANJERO,
    1. CONTRA LAS PERSONAS,152.0,96.0,96.0,156.0,127.0,119.0,114.0,162.0,153.0,122.0,144.0,113.0,100.0,
    1.1.-Homicidios dolosos/asesinatos,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,
    1.1.1.-Homicidios dolosos/asesinatos consumados,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,
    1.2.-Lesiones,14.0,7.0,12.0,16.0,8.0,12.0,8.0,10.0,15.0,14.0,26.0,5.0,8.0,
    1.4.-Otros contra las personas,1.0,1.0,0.0,0.0,1.0,0.0,1.0,45.0,66.0,50.0,54.0,40.0,42.0,
    2.2.-Otros contra la libertad,56.0,67.0,69.0,84.0,71.0,76.0,88.0,45.0,37.0,31.0,24.0,28.0,19.0,
    3.3.-Corrupción de menores o incapacitados,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,
    3.4.-Pornografía de menores,1.0,0.0,1.0,8.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,1.0,
    3.5.-Otros contra la libertad sexual,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,
    5. PATRIMONIO,704.0,393.0,450.0,607.0,441.0,599.0,510.0,545.0,491.0,617.0,513.0,554.0,477.0,
    5.1.-Hurtos,14.0,8.0,9.0,11.0,11.0,19.0,15.0,10.0,9.0,17.0,13.0,18.0,18.0,
    5.2.-Robos con fuerza en las cosas,6.0,4.0,1.0,2.0,3.0,9.0,7.0,5.0,8.0,5.0,10.0,7.0,17.0,
    5.3.-Robos con violencia o intimidación,3.0,0.0,1.0,1.0,4.0,2.0,0.0,0.0,1.0,3.0,0.0,3.0,4.0,
    5.4.-Sustracción de vehículos,48.0,54.0,75.0,85.0,70.0,84.0,83.0,77.0,72.0,32.0,95.0,121.0,36.0,
    5.5.-Estafas,598.0,308.0,339.0,477.0,309.0,409.0,370.0,411.0,368.0,531.0,363.0,372.0,383.0,
    5.5.1.-Estafas informáticas,500.0,235.0,266.0,284.0,165.0,205.0,192.0,182.0,167.0,221.0,174.0,193.0,181.0,
    5.6.-Daños,3.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,
    5.8.-Blanqueo de capitales,6.0,0.0,3.0,8.0,6.0,9.0,11.0,12.0,5.0,9.0,3.0,6.0,0.0,
    5.9.-Otros contra el patrimonio,25.0,17.0,20.0,22.0,38.0,62.0,23.0,26.0,26.0,16.0,26.0,26.0,15.0,
    6.1.-Tráfico de drogas,22.0,23.0,22.0,12.0,10.0,10.0,12.0,16.0,18.0,5.0,3.0,14.0,3.0,
    7. FALSEDADES,14.0,14.0,51.0,159.0,298.0,553.0,398.0,378.0,396.0,338.0,210.0,129.0,151.0,
    8. ADMÓN. PÚBLICA,1.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,
    9. ADMÓN. JUSTICIA,21.0,17.0,18.0,31.0,27.0,27.0,23.0,18.0,26.0,15.0,9.0,6.0,14.0,
    10. ORDEN PÚBLICO,10.0,7.0,5.0,4.0,2.0,3.0,4.0,4.0,6.0,3.0,4.0,3.0,2.0,
    11. LEGISLACIÓN ESPECIAL,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
    TOTAL INFRACCIONES PENALES,1102.0,741.0,801.0,1192.0,1082.0,1498.0,1275.0,1285.0,1234.0,1214.0,988.0,913.0,823.0,
Notas:
