Comunidades y Ciudades Autónomas;Sexo;Grupos de edad;Periodo;Total
16 País Vasco;Hombres;De 40 a 44 años;2010;45,27
16 País Vasco;Hombres;De 45 a 49 años;2010;41,84
16 País Vasco;Hombres;De 50 a 54 años;2010;35,93
16 País Vasco;Hombres;De 55 a 59 años;2010;38
16 País Vasco;Hombres;De 60 a 64 años;2010;61,04
16 País Vasco;Hombres;De 65 a 69 años;2010;71,42
16 País Vasco;Hombres;De 70 a 74 años;2010;42,18
16 País Vasco;Hombres;75 y más años;2010;37,06
16 País Vasco;Mujeres;De 10 a 14 años;2010;113,1
16 País Vasco;Mujeres;De 15 a 19 años;2010;155,05
16 País Vasco;Mujeres;De 20 a 24 años;2010;148,25
16 País Vasco;Mujeres;De 25 a 29 años;2010;91,68
16 País Vasco;Mujeres;De 30 a 34 años;2010;64,74
16 País Vasco;Mujeres;De 35 a 39 años;2010;58,16
16 País Vasco;Mujeres;De 40 a 44 años;2010;51,19
16 País Vasco;Mujeres;De 45 a 49 años;2010;57,36
16 País Vasco;Mujeres;De 50 a 54 años;2010;55,79
16 País Vasco;Mujeres;De 55 a 59 años;2010;62,35
16 País Vasco;Mujeres;De 60 a 64 años;2010;67,77
16 País Vasco;Mujeres;De 65 a 69 años;2010;91,91
16 País Vasco;Mujeres;De 70 a 74 años;2010;57,81
16 País Vasco;Mujeres;75 y más años;2010;43,95
17 Rioja, La;Hombres;De 10 a 14 años;2010;124,41
17 Rioja, La;Hombres;De 15 a 19 años;2010;111,55
17 Rioja, La;Hombres;De 20 a 24 años;2010;93,48
17 Rioja, La;Hombres;De 25 a 29 años;2010;51,15
17 Rioja, La;Hombres;De 30 a 34 años;2010;41,72
17 Rioja, La;Hombres;De 35 a 39 años;2010;27,01
17 Rioja, La;Hombres;De 40 a 44 años;2010;31,03
17 Rioja, La;Hombres;De 45 a 49 años;2010;26,74
17 Rioja, La;Hombres;De 50 a 54 años;2010;31,52
17 Rioja, La;Hombres;De 55 a 59 años;2010;47,56
17 Rioja, La;Hombres;De 60 a 64 años;2010;81,04
17 Rioja, La;Hombres;De 65 a 69 años;2010;65,15
17 Rioja, La;Hombres;De 70 a 74 años;2010;122,03
17 Rioja, La;Hombres;75 y más años;2010;17,8
17 Rioja, La;Mujeres;De 10 a 14 años;2010;89,99
17 Rioja, La;Mujeres;De 15 a 19 años;2010;120,83
17 Rioja, La;Mujeres;De 20 a 24 años;2010;98,36
17 Rioja, La;Mujeres;De 25 a 29 años;2010;62,84
17 Rioja, La;Mujeres;De 30 a 34 años;2010;53,32
17 Rioja, La;Mujeres;De 35 a 39 años;2010;52,58
17 Rioja, La;Mujeres;De 40 a 44 años;2010;58,5
17 Rioja, La;Mujeres;De 45 a 49 años;2010;55,24
17 Rioja, La;Mujeres;De 50 a 54 años;2010;63,8
17 Rioja, La;Mujeres;De 55 a 59 años;2010;67,15
17 Rioja, La;Mujeres;De 60 a 64 años;2010;96,44
17 Rioja, La;Mujeres;De 65 a 69 años;2010;105,15
17 Rioja, La;Mujeres;De 70 a 74 años;2010;109,29
17 Rioja, La;Mujeres;75 y más años;2010;99,84
18 Ceuta;Hombres;De 10 a 14 años;2010;171,36
18 Ceuta;Hombres;De 15 a 19 años;2010;141,11
18 Ceuta;Hombres;De 20 a 24 años;2010;145,82
18 Ceuta;Hombres;De 25 a 29 años;2010;190,19
18 Ceuta;Hombres;De 30 a 34 años;2010;128,37
18 Ceuta;Hombres;De 35 a 39 años;2010;71,65
18 Ceuta;Hombres;De 40 a 44 años;2010;68,44
18 Ceuta;Hombres;De 45 a 49 años;2010;62,54
18 Ceuta;Hombres;De 50 a 54 años;2010;91,35
18 Ceuta;Hombres;De 55 a 59 años;2010;104,8
18 Ceuta;Hombres;De 60 a 64 años;2010;106,99
18 Ceuta;Hombres;De 65 a 69 años;2010;66,75
18 Ceuta;Hombres;De 70 a 74 años;2010;65,45
18 Ceuta;Hombres;75 y más años;2010;98,97
18 Ceuta;Mujeres;De 10 a 14 años;2010;187,95
18 Ceuta;Mujeres;De 15 a 19 años;2010;234,64
18 Ceuta;Mujeres;De 20 a 24 años;2010;452,94
18 Ceuta;Mujeres;De 25 a 29 años;2010;292,4
18 Ceuta;Mujeres;De 30 a 34 años;2010;181,23
18 Ceuta;Mujeres;De 35 a 39 años;2010;145,57
18 Ceuta;Mujeres;De 40 a 44 años;2010;110,6
18 Ceuta;Mujeres;De 45 a 49 años;2010;139,92
18 Ceuta;Mujeres;De 50 a 54 años;2010;77,81
18 Ceuta;Mujeres;De 55 a 59 años;2010;103,27
18 Ceuta;Mujeres;De 60 a 64 años;2010;93,58
18 Ceuta;Mujeres;De 65 a 69 años;2010;60,69
18 Ceuta;Mujeres;De 70 a 74 años;2010;153,28
18 Ceuta;Mujeres;75 y más años;2010;122,74
19 Melilla;Hombres;De 10 a 14 años;2010;90,91
19 Melilla;Hombres;De 15 a 19 años;2010;88,08
19 Melilla;Hombres;De 20 a 24 años;2010;98,49
19 Melilla;Hombres;De 25 a 29 años;2010;84,16
19 Melilla;Hombres;De 30 a 34 años;2010;65,34
19 Melilla;Hombres;De 35 a 39 años;2010;56,78
19 Melilla;Hombres;De 40 a 44 años;2010;40,46
19 Melilla;Hombres;De 45 a 49 años;2010;36,83
19 Melilla;Hombres;De 50 a 54 años;2010;22,82
19 Melilla;Hombres;De 55 a 59 años;2010;51,26
19 Melilla;Hombres;De 60 a 64 años;2010;65,62
19 Melilla;Hombres;De 65 a 69 años;2010;71,28
19 Melilla;Hombres;De 70 a 74 años;2010;20,21
19 Melilla;Hombres;75 y más años;2010;12,51
19 Melilla;Mujeres;De 10 a 14 años;2010;94,81
19 Melilla;Mujeres;De 15 a 19 años;2010;117,04
19 Melilla;Mujeres;De 20 a 24 años;2010;208,89
19 Melilla;Mujeres;De 25 a 29 años;2010;126,1
19 Melilla;Mujeres;De 30 a 34 años;2010;63,54
19 Melilla;Mujeres;De 35 a 39 años;2010;67,99
19 Melilla;Mujeres;De 40 a 44 años;2010;68,34
19 Melilla;Mujeres;De 45 a 49 años;2010;64,79
19 Melilla;Mujeres;De 50 a 54 años;2010;53,97
19 Melilla;Mujeres;De 55 a 59 años;2010;66,23
19 Melilla;Mujeres;De 60 a 64 años;2010;88,26
19 Melilla;Mujeres;De 65 a 69 años;2010;30,99
19 Melilla;Mujeres;De 70 a 74 años;2010;18,05
19 Melilla;Mujeres;75 y más años;2010;44,71
01 Andalucía;Hombres;De 10 a 14 años;2011;82,59
01 Andalucía;Hombres;De 15 a 19 años;2011;108
01 Andalucía;Hombres;De 20 a 24 años;2011;109,99
01 Andalucía;Hombres;De 25 a 29 años;2011;80,61
01 Andalucía;Hombres;De 30 a 34 años;2011;57,74
01 Andalucía;Hombres;De 35 a 39 años;2011;48,97
01 Andalucía;Hombres;De 40 a 44 años;2011;45,81
01 Andalucía;Hombres;De 45 a 49 años;2011;44,94
01 Andalucía;Hombres;De 50 a 54 años;2011;51,46
01 Andalucía;Hombres;De 55 a 59 años;2011;62,28
01 Andalucía;Hombres;De 60 a 64 años;2011;71,89
01 Andalucía;Hombres;De 65 a 69 años;2011;63,86
01 Andalucía;Hombres;De 70 a 74 años;2011;40,5
01 Andalucía;Hombres;75 y más años;2011;24,4
01 Andalucía;Mujeres;De 10 a 14 años;2011;79,36
01 Andalucía;Mujeres;De 15 a 19 años;2011;112,35
01 Andalucía;Mujeres;De 20 a 24 años;2011;138,16
01 Andalucía;Mujeres;De 25 a 29 años;2011;87,98
01 Andalucía;Mujeres;De 30 a 34 años;2011;62,91
01 Andalucía;Mujeres;De 35 a 39 años;2011;55,67
01 Andalucía;Mujeres;De 40 a 44 años;2011;55,1
01 Andalucía;Mujeres;De 45 a 49 años;2011;55,42
01 Andalucía;Mujeres;De 50 a 54 años;2011;62,82
01 Andalucía;Mujeres;De 55 a 59 años;2011;71,18
01 Andalucía;Mujeres;De 60 a 64 años;2011;74,55
01 Andalucía;Mujeres;De 65 a 69 años;2011;57,08
01 Andalucía;Mujeres;De 70 a 74 años;2011;44,33
01 Andalucía;Mujeres;75 y más años;2011;28,5
02 Aragón;Hombres;De 10 a 14 años;2011;71,57
02 Aragón;Hombres;De 15 a 19 años;2011;103,72
02 Aragón;Hombres;De 20 a 24 años;2011;83,01
02 Aragón;Hombres;De 25 a 29 años;2011;55,57
02 Aragón;Hombres;De 30 a 34 años;2011;34,2
02 Aragón;Hombres;De 35 a 39 años;2011;25,13
02 Aragón;Hombres;De 40 a 44 años;2011;25,5
02 Aragón;Hombres;De 45 a 49 años;2011;22,75
02 Aragón;Hombres;De 50 a 54 años;2011;26,45
02 Aragón;Hombres;De 55 a 59 años;2011;35,31
02 Aragón;Hombres;De 60 a 64 años;2011;48,33
02 Aragón;Hombres;De 65 a 69 años;2011;52,99
02 Aragón;Hombres;De 70 a 74 años;2011;53,85
02 Aragón;Hombres;75 y más años;2011;45,84
02 Aragón;Mujeres;De 10 a 14 años;2011;63,02
02 Aragón;Mujeres;De 15 a 19 años;2011;113,95
02 Aragón;Mujeres;De 20 a 24 años;2011;114,77
02 Aragón;Mujeres;De 25 a 29 años;2011;67,29
02 Aragón;Mujeres;De 30 a 34 años;2011;45,39
02 Aragón;Mujeres;De 35 a 39 años;2011;40,78
02 Aragón;Mujeres;De 40 a 44 años;2011;47,17
02 Aragón;Mujeres;De 45 a 49 años;2011;42,27
02 Aragón;Mujeres;De 50 a 54 años;2011;60,91
02 Aragón;Mujeres;De 55 a 59 años;2011;66,91
02 Aragón;Mujeres;De 60 a 64 años;2011;78,9
02 Aragón;Mujeres;De 65 a 69 años;2011;106,87
02 Aragón;Mujeres;De 70 a 74 años;2011;116,39
02 Aragón;Mujeres;75 y más años;2011;41,49
03 Asturias, Principado de;Hombres;De 10 a 14 años;2011;110,05
03 Asturias, Principado de;Hombres;De 15 a 19 años;2011;134,11
03 Asturias, Principado de;Hombres;De 20 a 24 años;2011;130,59
03 Asturias, Principado de;Hombres;De 25 a 29 años;2011;114,45
03 Asturias, Principado de;Hombres;De 30 a 34 años;2011;61,69
03 Asturias, Principado de;Hombres;De 35 a 39 años;2011;51,28
03 Asturias, Principado de;Hombres;De 40 a 44 años;2011;46,8
03 Asturias, Principado de;Hombres;De 45 a 49 años;2011;47,77
03 Asturias, Principado de;Hombres;De 50 a 54 años;2011;43,92
03 Asturias, Principado de;Hombres;De 55 a 59 años;2011;32,3
03 Asturias, Principado de;Hombres;De 60 a 64 años;2011;86,99
03 Asturias, Principado de;Hombres;De 65 a 69 años;2011;85,33
03 Asturias, Principado de;Hombres;De 70 a 74 años;2011;74,81
03 Asturias, Principado de;Hombres;75 y más años;2011;42
03 Asturias, Principado de;Mujeres;De 10 a 14 años;2011;103,51
03 Asturias, Principado de;Mujeres;De 15 a 19 años;2011;168,28
03 Asturias, Principado de;Mujeres;De 20 a 24 años;2011;184,04
03 Asturias, Principado de;Mujeres;De 25 a 29 años;2011;116,95
03 Asturias, Principado de;Mujeres;De 30 a 34 años;2011;65,33
03 Asturias, Principado de;Mujeres;De 35 a 39 años;2011;53,41
03 Asturias, Principado de;Mujeres;De 40 a 44 años;2011;60,23
03 Asturias, Principado de;Mujeres;De 45 a 49 años;2011;70,44
03 Asturias, Principado de;Mujeres;De 50 a 54 años;2011;71,52
03 Asturias, Principado de;Mujeres;De 55 a 59 años;2011;97,68
03 Asturias, Principado de;Mujeres;De 60 a 64 años;2011;74,25
03 Asturias, Principado de;Mujeres;De 65 a 69 años;2011;75,63
03 Asturias, Principado de;Mujeres;De 70 a 74 años;2011;98,48
03 Asturias, Principado de;Mujeres;75 y más años;2011;67,94
04 Balears, Illes;Hombres;De 10 a 14 años;2011;60,26
04 Balears, Illes;Hombres;De 15 a 19 años;2011;75,76
04 Balears, Illes;Hombres;De 20 a 24 años;2011;94,72
04 Balears, Illes;Hombres;De 25 a 29 años;2011;64,15
04 Balears, Illes;Hombres;De 30 a 34 años;2011;42,05
04 Balears, Illes;Hombres;De 35 a 39 años;2011;34,44
04 Balears, Illes;Hombres;De 40 a 44 años;2011;36,01
04 Balears, Illes;Hombres;De 45 a 49 años;2011;37,95
04 Balears, Illes;Hombres;De 50 a 54 años;2011;35,72
04 Balears, Illes;Hombres;De 55 a 59 años;2011;44,82
04 Balears, Illes;Hombres;De 60 a 64 años;2011;55,36
04 Balears, Illes;Hombres;De 65 a 69 años;2011;45,81
04 Balears, Illes;Hombres;De 70 a 74 años;2011;37,44
04 Balears, Illes;Hombres;75 y más años;2011;29,02
04 Balears, Illes;Mujeres;De 10 a 14 años;2011;59,06
04 Balears, Illes;Mujeres;De 15 a 19 años;2011;95,74
04 Balears, Illes;Mujeres;De 20 a 24 años;2011;128,09
04 Balears, Illes;Mujeres;De 25 a 29 años;2011;72,56
04 Balears, Illes;Mujeres;De 30 a 34 años;2011;44,62
04 Balears, Illes;Mujeres;De 35 a 39 años;2011;39,82
04 Balears, Illes;Mujeres;De 40 a 44 años;2011;36,16
04 Balears, Illes;Mujeres;De 45 a 49 años;2011;39,24
04 Balears, Illes;Mujeres;De 50 a 54 años;2011;45,41
04 Balears, Illes;Mujeres;De 55 a 59 años;2011;50,93
04 Balears, Illes;Mujeres;De 60 a 64 años;2011;57,91
04 Balears, Illes;Mujeres;De 65 a 69 años;2011;45,74
04 Balears, Illes;Mujeres;De 70 a 74 años;2011;37,81
04 Balears, Illes;Mujeres;75 y más años;2011;34,74
05 Canarias;Hombres;De 10 a 14 años;2011;85,56
05 Canarias;Hombres;De 15 a 19 años;2011;96,37
05 Canarias;Hombres;De 20 a 24 años;2011;123,71
05 Canarias;Hombres;De 25 a 29 años;2011;75,52
05 Canarias;Hombres;De 30 a 34 años;2011;55,48
05 Canarias;Hombres;De 35 a 39 años;2011;47,34
05 Canarias;Hombres;De 40 a 44 años;2011;45,59
05 Canarias;Hombres;De 45 a 49 años;2011;50,27
05 Canarias;Hombres;De 50 a 54 años;2011;55,28
05 Canarias;Hombres;De 55 a 59 años;2011;62,82
05 Canarias;Hombres;De 60 a 64 años;2011;69,26
05 Canarias;Hombres;De 65 a 69 años;2011;65,91
05 Canarias;Hombres;De 70 a 74 años;2011;42,15
05 Canarias;Hombres;75 y más años;2011;28,12
05 Canarias;Mujeres;De 10 a 14 años;2011;85,28
05 Canarias;Mujeres;De 15 a 19 años;2011;105,2
05 Canarias;Mujeres;De 20 a 24 años;2011;155,27
05 Canarias;Mujeres;De 25 a 29 años;2011;87,16
05 Canarias;Mujeres;De 30 a 34 años;2011;58,73
05 Canarias;Mujeres;De 35 a 39 años;2011;50,31
05 Canarias;Mujeres;De 40 a 44 años;2011;48,01
05 Canarias;Mujeres;De 45 a 49 años;2011;52,22
05 Canarias;Mujeres;De 50 a 54 años;2011;57,47
05 Canarias;Mujeres;De 55 a 59 años;2011;64,09
05 Canarias;Mujeres;De 60 a 64 años;2011;73,71
05 Canarias;Mujeres;De 65 a 69 años;2011;63,89
05 Canarias;Mujeres;De 70 a 74 años;2011;47,44
05 Canarias;Mujeres;75 y más años;2011;36,06
06 Cantabria;Hombres;De 10 a 14 años;2011;90,78
06 Cantabria;Hombres;De 15 a 19 años;2011;96,77
06 Cantabria;Hombres;De 20 a 24 años;2011;110,28
06 Cantabria;Hombres;De 25 a 29 años;2011;83,45
06 Cantabria;Hombres;De 30 a 34 años;2011;53,46
06 Cantabria;Hombres;De 35 a 39 años;2011;44,26
06 Cantabria;Hombres;De 40 a 44 años;2011;31,28
06 Cantabria;Hombres;De 45 a 49 años;2011;36,07
06 Cantabria;Hombres;De 50 a 54 años;2011;40,79
06 Cantabria;Hombres;De 55 a 59 años;2011;49,87
06 Cantabria;Hombres;De 60 a 64 años;2011;72,49
06 Cantabria;Hombres;De 65 a 69 años;2011;62,25
06 Cantabria;Hombres;De 70 a 74 años;2011;60,86
06 Cantabria;Hombres;75 y más años;2011;49,77
06 Cantabria;Mujeres;De 10 a 14 años;2011;99,53
06 Cantabria;Mujeres;De 15 a 19 años;2011;125,19
06 Cantabria;Mujeres;De 20 a 24 años;2011;126,93
06 Cantabria;Mujeres;De 25 a 29 años;2011;81,73
06 Cantabria;Mujeres;De 30 a 34 años;2011;52,56
06 Cantabria;Mujeres;De 35 a 39 años;2011;50,89
06 Cantabria;Mujeres;De 40 a 44 años;2011;52,43
06 Cantabria;Mujeres;De 45 a 49 años;2011;45,51
06 Cantabria;Mujeres;De 50 a 54 años;2011;76,34
06 Cantabria;Mujeres;De 55 a 59 años;2011;82,18
06 Cantabria;Mujeres;De 60 a 64 años;2011;69,78
06 Cantabria;Mujeres;De 65 a 69 años;2011;101,3
06 Cantabria;Mujeres;De 70 a 74 años;2011;96,98
06 Cantabria;Mujeres;75 y más años;2011;68,15
07 Castilla y León;Hombres;De 10 a 14 años;2011;81,47
07 Castilla y León;Hombres;De 15 a 19 años;2011;89,28
07 Castilla y León;Hombres;De 20 a 24 años;2011;89,94
07 Castilla y León;Hombres;De 25 a 29 años;2011;64,26
07 Castilla y León;Hombres;De 30 a 34 años;2011;44,5
07 Castilla y León;Hombres;De 35 a 39 años;2011;38,84
07 Castilla y León;Hombres;De 40 a 44 años;2011;36,73
07 Castilla y León;Hombres;De 45 a 49 años;2011;39,96
07 Castilla y León;Hombres;De 50 a 54 años;2011;35,36
07 Castilla y León;Hombres;De 55 a 59 años;2011;44,69
07 Castilla y León;Hombres;De 60 a 64 años;2011;46,6
07 Castilla y León;Hombres;De 65 a 69 años;2011;55,03
07 Castilla y León;Hombres;De 70 a 74 años;2011;68,55
07 Castilla y León;Hombres;75 y más años;2011;73,08
07 Castilla y León;Mujeres;De 10 a 14 años;2011;78,61
07 Castilla y León;Mujeres;De 15 a 19 años;2011;106,63
07 Castilla y León;Mujeres;De 20 a 24 años;2011;124,05
07 Castilla y León;Mujeres;De 25 a 29 años;2011;72,63
07 Castilla y León;Mujeres;De 30 a 34 años;2011;54,85
07 Castilla y León;Mujeres;De 35 a 39 años;2011;48,45
07 Castilla y León;Mujeres;De 40 a 44 años;2011;49,91
07 Castilla y León;Mujeres;De 45 a 49 años;2011;47,89
07 Castilla y León;Mujeres;De 50 a 54 años;2011;51,91
07 Castilla y León;Mujeres;De 55 a 59 años;2011;58,75
07 Castilla y León;Mujeres;De 60 a 64 años;2011;65,81
07 Castilla y León;Mujeres;De 65 a 69 años;2011;89,15
07 Castilla y León;Mujeres;De 70 a 74 años;2011;119,74
07 Castilla y León;Mujeres;75 y más años;2011;41,21
08 Castilla - La Mancha;Hombres;De 10 a 14 años;2011;58,7
08 Castilla - La Mancha;Hombres;De 15 a 19 años;2011;87,47
08 Castilla - La Mancha;Hombres;De 20 a 24 años;2011;88,59
08 Castilla - La Mancha;Hombres;De 25 a 29 años;2011;49,14
08 Castilla - La Mancha;Hombres;De 30 a 34 años;2011;33,38
08 Castilla - La Mancha;Hombres;De 35 a 39 años;2011;32,41
08 Castilla - La Mancha;Hombres;De 40 a 44 años;2011;29,68
08 Castilla - La Mancha;Hombres;De 45 a 49 años;2011;27,83
08 Castilla - La Mancha;Hombres;De 50 a 54 años;2011;31,07
08 Castilla - La Mancha;Hombres;De 55 a 59 años;2011;39,66
08 Castilla - La Mancha;Hombres;De 60 a 64 años;2011;65,92
08 Castilla - La Mancha;Hombres;De 65 a 69 años;2011;75,16
08 Castilla - La Mancha;Hombres;De 70 a 74 años;2011;103,07
08 Castilla - La Mancha;Hombres;75 y más años;2011;62,19
08 Castilla - La Mancha;Mujeres;De 10 a 14 años;2011;56,57
08 Castilla - La Mancha;Mujeres;De 15 a 19 años;2011;108,28
08 Castilla - La Mancha;Mujeres;De 20 a 24 años;2011;109,86
08 Castilla - La Mancha;Mujeres;De 25 a 29 años;2011;58,48
08 Castilla - La Mancha;Mujeres;De 30 a 34 años;2011;38,85
08 Castilla - La Mancha;Mujeres;De 35 a 39 años;2011;39,92
08 Castilla - La Mancha;Mujeres;De 40 a 44 años;2011;42,05
08 Castilla - La Mancha;Mujeres;De 45 a 49 años;2011;46,71
08 Castilla - La Mancha;Mujeres;De 50 a 54 años;2011;53,96
08 Castilla - La Mancha;Mujeres;De 55 a 59 años;2011;73,66
08 Castilla - La Mancha;Mujeres;De 60 a 64 años;2011;87,86
08 Castilla - La Mancha;Mujeres;De 65 a 69 años;2011;140,07
08 Castilla - La Mancha;Mujeres;De 70 a 74 años;2011;120,3
08 Castilla - La Mancha;Mujeres;75 y más años;2011;88,88
09 Cataluña;Hombres;De 10 a 14 años;2011;84,69
09 Cataluña;Hombres;De 15 a 19 años;2011;111,67
09 Cataluña;Hombres;De 20 a 24 años;2011;134,96
09 Cataluña;Hombres;De 25 a 29 años;2011;103,25
09 Cataluña;Hombres;De 30 a 34 años;2011;60,38
09 Cataluña;Hombres;De 35 a 39 años;2011;43,48
09 Cataluña;Hombres;De 40 a 44 años;2011;39,74
09 Cataluña;Hombres;De 45 a 49 años;2011;40,64
09 Cataluña;Hombres;De 50 a 54 años;2011;38,42
09 Cataluña;Hombres;De 55 a 59 años;2011;46,49
09 Cataluña;Hombres;De 60 a 64 años;2011;69,53
09 Cataluña;Hombres;De 65 a 69 años;2011;89,39
09 Cataluña;Hombres;De 70 a 74 años;2011;62,1
09 Cataluña;Hombres;75 y más años;2011;54,61
09 Cataluña;Mujeres;De 10 a 14 años;2011;73,9
09 Cataluña;Mujeres;De 15 a 19 años;2011;110,86
09 Cataluña;Mujeres;De 20 a 24 años;2011;152,65
09 Cataluña;Mujeres;De 25 a 29 años;2011;100,71
09 Cataluña;Mujeres;De 30 a 34 años;2011;59,06
09 Cataluña;Mujeres;De 35 a 39 años;2011;48,49
09 Cataluña;Mujeres;De 40 a 44 años;2011;46,73
09 Cataluña;Mujeres;De 45 a 49 años;2011;48,08
09 Cataluña;Mujeres;De 50 a 54 años;2011;58,76
09 Cataluña;Mujeres;De 55 a 59 años;2011;71,06
09 Cataluña;Mujeres;De 60 a 64 años;2011;103,87
09 Cataluña;Mujeres;De 65 a 69 años;2011;102,09
09 Cataluña;Mujeres;De 70 a 74 años;2011;88,44
09 Cataluña;Mujeres;75 y más años;2011;75,83
10 Comunitat Valenciana;Hombres;De 10 a 14 años;2011;66,74
10 Comunitat Valenciana;Hombres;De 15 a 19 años;2011;83,13
10 Comunitat Valenciana;Hombres;De 20 a 24 años;2011;109,41
10 Comunitat Valenciana;Hombres;De 25 a 29 años;2011;78,65
10 Comunitat Valenciana;Hombres;De 30 a 34 años;2011;47,34
10 Comunitat Valenciana;Hombres;De 35 a 39 años;2011;40,65
10 Comunitat Valenciana;Hombres;De 40 a 44 años;2011;40,74
10 Comunitat Valenciana;Hombres;De 45 a 49 años;2011;42,68
10 Comunitat Valenciana;Hombres;De 50 a 54 años;2011;46,91
10 Comunitat Valenciana;Hombres;De 55 a 59 años;2011;58,01
10 Comunitat Valenciana;Hombres;De 60 a 64 años;2011;65,68
10 Comunitat Valenciana;Hombres;De 65 a 69 años;2011;54,6
10 Comunitat Valenciana;Hombres;De 70 a 74 años;2011;28,47
10 Comunitat Valenciana;Hombres;75 y más años;2011;18,06
10 Comunitat Valenciana;Mujeres;De 10 a 14 años;2011;67,22
10 Comunitat Valenciana;Mujeres;De 15 a 19 años;2011;87,87
10 Comunitat Valenciana;Mujeres;De 20 a 24 años;2011;114,79
10 Comunitat Valenciana;Mujeres;De 25 a 29 años;2011;72,29
10 Comunitat Valenciana;Mujeres;De 30 a 34 años;2011;47,43
10 Comunitat Valenciana;Mujeres;De 35 a 39 años;2011;43,81
10 Comunitat Valenciana;Mujeres;De 40 a 44 años;2011;44,39
10 Comunitat Valenciana;Mujeres;De 45 a 49 años;2011;49,97
10 Comunitat Valenciana;Mujeres;De 50 a 54 años;2011;58,8
10 Comunitat Valenciana;Mujeres;De 55 a 59 años;2011;65,96
10 Comunitat Valenciana;Mujeres;De 60 a 64 años;2011;65,19
10 Comunitat Valenciana;Mujeres;De 65 a 69 años;2011;44,59
10 Comunitat Valenciana;Mujeres;De 70 a 74 años;2011;33,46
10 Comunitat Valenciana;Mujeres;75 y más años;2011;25,92
11 Extremadura;Hombres;De 10 a 14 años;2011;72,79
11 Extremadura;Hombres;De 15 a 19 años;2011;120,62
11 Extremadura;Hombres;De 20 a 24 años;2011;91,27
11 Extremadura;Hombres;De 25 a 29 años;2011;73,42
11 Extremadura;Hombres;De 30 a 34 años;2011;66,89
11 Extremadura;Hombres;De 35 a 39 años;2011;51,53
11 Extremadura;Hombres;De 40 a 44 años;2011;48,53
11 Extremadura;Hombres;De 45 a 49 años;2011;41,2
11 Extremadura;Hombres;De 50 a 54 años;2011;45,05
11 Extremadura;Hombres;De 55 a 59 años;2011;46,56
11 Extremadura;Hombres;De 60 a 64 años;2011;40,2
11 Extremadura;Hombres;De 65 a 69 años;2011;62,85
11 Extremadura;Hombres;De 70 a 74 años;2011;99,89
11 Extremadura;Hombres;75 y más años;2011;44,73
11 Extremadura;Mujeres;De 10 a 14 años;2011;83,95
11 Extremadura;Mujeres;De 15 a 19 años;2011;111,52
11 Extremadura;Mujeres;De 20 a 24 años;2011;137,79
