Comunidades y Ciudades Autónomas;Sexo;Grupos de edad;Periodo;Total
03 Asturias, Principado de;Hombres;De 55 a 59 años;2015;38,9
03 Asturias, Principado de;Hombres;De 60 a 64 años;2015;49,91
03 Asturias, Principado de;Hombres;De 65 a 69 años;2015;53,52
03 Asturias, Principado de;Hombres;De 70 a 74 años;2015;44,61
03 Asturias, Principado de;Hombres;75 y más años;2015;24,03
03 Asturias, Principado de;Mujeres;De 10 a 14 años;2015;86,45
03 Asturias, Principado de;Mujeres;De 15 a 19 años;2015;145,91
03 Asturias, Principado de;Mujeres;De 20 a 24 años;2015;167,51
03 Asturias, Principado de;Mujeres;De 25 a 29 años;2015;114,87
03 Asturias, Principado de;Mujeres;De 30 a 34 años;2015;56,42
03 Asturias, Principado de;Mujeres;De 35 a 39 años;2015;45,76
03 Asturias, Principado de;Mujeres;De 40 a 44 años;2015;42,95
03 Asturias, Principado de;Mujeres;De 45 a 49 años;2015;48,79
03 Asturias, Principado de;Mujeres;De 50 a 54 años;2015;43,06
03 Asturias, Principado de;Mujeres;De 55 a 59 años;2015;41,62
03 Asturias, Principado de;Mujeres;De 60 a 64 años;2015;56,52
03 Asturias, Principado de;Mujeres;De 65 a 69 años;2015;64,34
03 Asturias, Principado de;Mujeres;De 70 a 74 años;2015;58,39
03 Asturias, Principado de;Mujeres;75 y más años;2015;78,74
04 Balears, Illes;Hombres;De 10 a 14 años;2015;68,11
04 Balears, Illes;Hombres;De 15 a 19 años;2015;82
04 Balears, Illes;Hombres;De 20 a 24 años;2015;118,04
04 Balears, Illes;Hombres;De 25 a 29 años;2015;102,39
04 Balears, Illes;Hombres;De 30 a 34 años;2015;61,42
04 Balears, Illes;Hombres;De 35 a 39 años;2015;42,24
04 Balears, Illes;Hombres;De 40 a 44 años;2015;37,05
04 Balears, Illes;Hombres;De 45 a 49 años;2015;38,14
04 Balears, Illes;Hombres;De 50 a 54 años;2015;34,1
04 Balears, Illes;Hombres;De 55 a 59 años;2015;37,64
04 Balears, Illes;Hombres;De 60 a 64 años;2015;43,51
04 Balears, Illes;Hombres;De 65 a 69 años;2015;41,71
04 Balears, Illes;Hombres;De 70 a 74 años;2015;29,84
04 Balears, Illes;Hombres;75 y más años;2015;22,51
04 Balears, Illes;Mujeres;De 10 a 14 años;2015;67,31
04 Balears, Illes;Mujeres;De 15 a 19 años;2015;89,39
04 Balears, Illes;Mujeres;De 20 a 24 años;2015;164,56
04 Balears, Illes;Mujeres;De 25 a 29 años;2015;90,01
04 Balears, Illes;Mujeres;De 30 a 34 años;2015;55,88
04 Balears, Illes;Mujeres;De 35 a 39 años;2015;40,07
04 Balears, Illes;Mujeres;De 40 a 44 años;2015;35,57
04 Balears, Illes;Mujeres;De 45 a 49 años;2015;39,58
04 Balears, Illes;Mujeres;De 50 a 54 años;2015;42,5
04 Balears, Illes;Mujeres;De 55 a 59 años;2015;39,56
04 Balears, Illes;Mujeres;De 60 a 64 años;2015;42,71
04 Balears, Illes;Mujeres;De 65 a 69 años;2015;42,36
04 Balears, Illes;Mujeres;De 70 a 74 años;2015;36,64
04 Balears, Illes;Mujeres;75 y más años;2015;28,2
05 Canarias;Hombres;De 10 a 14 años;2015;109,04
05 Canarias;Hombres;De 15 a 19 años;2015;107,62
05 Canarias;Hombres;De 20 a 24 años;2015;167,91
05 Canarias;Hombres;De 25 a 29 años;2015;136,07
05 Canarias;Hombres;De 30 a 34 años;2015;88,32
05 Canarias;Hombres;De 35 a 39 años;2015;66,09
05 Canarias;Hombres;De 40 a 44 años;2015;61,73
05 Canarias;Hombres;De 45 a 49 años;2015;64,46
05 Canarias;Hombres;De 50 a 54 años;2015;68,18
05 Canarias;Hombres;De 55 a 59 años;2015;70,12
05 Canarias;Hombres;De 60 a 64 años;2015;74,76
05 Canarias;Hombres;De 65 a 69 años;2015;71,69
05 Canarias;Hombres;De 70 a 74 años;2015;40,78
05 Canarias;Hombres;75 y más años;2015;25,67
05 Canarias;Mujeres;De 10 a 14 años;2015;106,85
05 Canarias;Mujeres;De 15 a 19 años;2015;129,51
05 Canarias;Mujeres;De 20 a 24 años;2015;211,87
05 Canarias;Mujeres;De 25 a 29 años;2015;122,13
05 Canarias;Mujeres;De 30 a 34 años;2015;81,16
05 Canarias;Mujeres;De 35 a 39 años;2015;61,92
05 Canarias;Mujeres;De 40 a 44 años;2015;67,17
05 Canarias;Mujeres;De 45 a 49 años;2015;64,28
05 Canarias;Mujeres;De 50 a 54 años;2015;67,93
05 Canarias;Mujeres;De 55 a 59 años;2015;66,47
05 Canarias;Mujeres;De 60 a 64 años;2015;71,89
05 Canarias;Mujeres;De 65 a 69 años;2015;57,8
05 Canarias;Mujeres;De 70 a 74 años;2015;36,62
05 Canarias;Mujeres;75 y más años;2015;40,63
06 Cantabria;Hombres;De 10 a 14 años;2015;69
06 Cantabria;Hombres;De 15 a 19 años;2015;77,54
06 Cantabria;Hombres;De 20 a 24 años;2015;91,57
06 Cantabria;Hombres;De 25 a 29 años;2015;86,15
06 Cantabria;Hombres;De 30 a 34 años;2015;53,17
06 Cantabria;Hombres;De 35 a 39 años;2015;32,73
06 Cantabria;Hombres;De 40 a 44 años;2015;31,92
06 Cantabria;Hombres;De 45 a 49 años;2015;30,33
06 Cantabria;Hombres;De 50 a 54 años;2015;34,96
06 Cantabria;Hombres;De 55 a 59 años;2015;29,95
06 Cantabria;Hombres;De 60 a 64 años;2015;42,33
06 Cantabria;Hombres;De 65 a 69 años;2015;31,81
06 Cantabria;Hombres;De 70 a 74 años;2015;35,85
06 Cantabria;Hombres;75 y más años;2015;49,44
06 Cantabria;Mujeres;De 10 a 14 años;2015;56,64
06 Cantabria;Mujeres;De 15 a 19 años;2015;114,12
06 Cantabria;Mujeres;De 20 a 24 años;2015;103,93
06 Cantabria;Mujeres;De 25 a 29 años;2015;73,01
06 Cantabria;Mujeres;De 30 a 34 años;2015;53,21
06 Cantabria;Mujeres;De 35 a 39 años;2015;33,54
06 Cantabria;Mujeres;De 40 a 44 años;2015;34,01
06 Cantabria;Mujeres;De 45 a 49 años;2015;45,08
06 Cantabria;Mujeres;De 50 a 54 años;2015;38,23
06 Cantabria;Mujeres;De 55 a 59 años;2015;41,3
06 Cantabria;Mujeres;De 60 a 64 años;2015;73,27
06 Cantabria;Mujeres;De 65 a 69 años;2015;84,66
06 Cantabria;Mujeres;De 70 a 74 años;2015;76,74
06 Cantabria;Mujeres;75 y más años;2015;67,21
07 Castilla y León;Hombres;De 10 a 14 años;2015;56,3
07 Castilla y León;Hombres;De 15 a 19 años;2015;82,71
07 Castilla y León;Hombres;De 20 a 24 años;2015;86,91
07 Castilla y León;Hombres;De 25 a 29 años;2015;71,28
07 Castilla y León;Hombres;De 30 a 34 años;2015;41,17
07 Castilla y León;Hombres;De 35 a 39 años;2015;31,47
07 Castilla y León;Hombres;De 40 a 44 años;2015;24,66
07 Castilla y León;Hombres;De 45 a 49 años;2015;24
07 Castilla y León;Hombres;De 50 a 54 años;2015;25,27
07 Castilla y León;Hombres;De 55 a 59 años;2015;22,36
07 Castilla y León;Hombres;De 60 a 64 años;2015;38,89
07 Castilla y León;Hombres;De 65 a 69 años;2015;46,23
07 Castilla y León;Hombres;De 70 a 74 años;2015;52,64
07 Castilla y León;Hombres;75 y más años;2015;65,12
07 Castilla y León;Mujeres;De 10 a 14 años;2015;60,92
07 Castilla y León;Mujeres;De 15 a 19 años;2015;87,36
07 Castilla y León;Mujeres;De 20 a 24 años;2015;116,12
07 Castilla y León;Mujeres;De 25 a 29 años;2015;66,51
07 Castilla y León;Mujeres;De 30 a 34 años;2015;40,57
07 Castilla y León;Mujeres;De 35 a 39 años;2015;31,67
07 Castilla y León;Mujeres;De 40 a 44 años;2015;29,48
07 Castilla y León;Mujeres;De 45 a 49 años;2015;27,76
07 Castilla y León;Mujeres;De 50 a 54 años;2015;36,54
07 Castilla y León;Mujeres;De 55 a 59 años;2015;44,47
07 Castilla y León;Mujeres;De 60 a 64 años;2015;48,2
07 Castilla y León;Mujeres;De 65 a 69 años;2015;63,79
07 Castilla y León;Mujeres;De 70 a 74 años;2015;46,88
07 Castilla y León;Mujeres;75 y más años;2015;57,57
08 Castilla - La Mancha;Hombres;De 10 a 14 años;2015;45,2
08 Castilla - La Mancha;Hombres;De 15 a 19 años;2015;79,62
08 Castilla - La Mancha;Hombres;De 20 a 24 años;2015;81,59
08 Castilla - La Mancha;Hombres;De 25 a 29 años;2015;56,15
08 Castilla - La Mancha;Hombres;De 30 a 34 años;2015;34,15
08 Castilla - La Mancha;Hombres;De 35 a 39 años;2015;25,87
08 Castilla - La Mancha;Hombres;De 40 a 44 años;2015;22,39
08 Castilla - La Mancha;Hombres;De 45 a 49 años;2015;21,04
08 Castilla - La Mancha;Hombres;De 50 a 54 años;2015;18,51
08 Castilla - La Mancha;Hombres;De 55 a 59 años;2015;24,29
08 Castilla - La Mancha;Hombres;De 60 a 64 años;2015;34,81
08 Castilla - La Mancha;Hombres;De 65 a 69 años;2015;42,12
08 Castilla - La Mancha;Hombres;De 70 a 74 años;2015;72,84
08 Castilla - La Mancha;Hombres;75 y más años;2015;80,97
08 Castilla - La Mancha;Mujeres;De 10 a 14 años;2015;51,94
08 Castilla - La Mancha;Mujeres;De 15 a 19 años;2015;75,52
08 Castilla - La Mancha;Mujeres;De 20 a 24 años;2015;97,01
08 Castilla - La Mancha;Mujeres;De 25 a 29 años;2015;51,1
08 Castilla - La Mancha;Mujeres;De 30 a 34 años;2015;30,71
08 Castilla - La Mancha;Mujeres;De 35 a 39 años;2015;27,19
08 Castilla - La Mancha;Mujeres;De 40 a 44 años;2015;30,19
08 Castilla - La Mancha;Mujeres;De 45 a 49 años;2015;27,13
08 Castilla - La Mancha;Mujeres;De 50 a 54 años;2015;33,81
08 Castilla - La Mancha;Mujeres;De 55 a 59 años;2015;43,94
08 Castilla - La Mancha;Mujeres;De 60 a 64 años;2015;60,69
08 Castilla - La Mancha;Mujeres;De 65 a 69 años;2015;81,32
08 Castilla - La Mancha;Mujeres;De 70 a 74 años;2015;92,95
08 Castilla - La Mancha;Mujeres;75 y más años;2015;71,07
09 Cataluña;Hombres;De 10 a 14 años;2015;83,72
09 Cataluña;Hombres;De 15 a 19 años;2015;110,76
09 Cataluña;Hombres;De 20 a 24 años;2015;152,79
09 Cataluña;Hombres;De 25 a 29 años;2015;146,71
09 Cataluña;Hombres;De 30 a 34 años;2015;81,27
09 Cataluña;Hombres;De 35 a 39 años;2015;51,58
09 Cataluña;Hombres;De 40 a 44 años;2015;45,21
09 Cataluña;Hombres;De 45 a 49 años;2015;42,12
09 Cataluña;Hombres;De 50 a 54 años;2015;43,16
09 Cataluña;Hombres;De 55 a 59 años;2015;44,84
09 Cataluña;Hombres;De 60 a 64 años;2015;60,25
09 Cataluña;Hombres;De 65 a 69 años;2015;76,86
09 Cataluña;Hombres;De 70 a 74 años;2015;67,12
09 Cataluña;Hombres;75 y más años;2015;54,89
09 Cataluña;Mujeres;De 10 a 14 años;2015;73,2
09 Cataluña;Mujeres;De 15 a 19 años;2015;112,02
09 Cataluña;Mujeres;De 20 a 24 años;2015;186,35
09 Cataluña;Mujeres;De 25 a 29 años;2015;131,61
09 Cataluña;Mujeres;De 30 a 34 años;2015;71,15
09 Cataluña;Mujeres;De 35 a 39 años;2015;48,61
09 Cataluña;Mujeres;De 40 a 44 años;2015;44,82
09 Cataluña;Mujeres;De 45 a 49 años;2015;43,15
09 Cataluña;Mujeres;De 50 a 54 años;2015;49,13
09 Cataluña;Mujeres;De 55 a 59 años;2015;60,15
09 Cataluña;Mujeres;De 60 a 64 años;2015;87,42
09 Cataluña;Mujeres;De 65 a 69 años;2015;95,76
09 Cataluña;Mujeres;De 70 a 74 años;2015;78,09
09 Cataluña;Mujeres;75 y más años;2015;64,24
10 Comunitat Valenciana;Hombres;De 10 a 14 años;2015;74,27
10 Comunitat Valenciana;Hombres;De 15 a 19 años;2015;90,49
10 Comunitat Valenciana;Hombres;De 20 a 24 años;2015;103,02
10 Comunitat Valenciana;Hombres;De 25 a 29 años;2015;93,5
10 Comunitat Valenciana;Hombres;De 30 a 34 años;2015;59,14
10 Comunitat Valenciana;Hombres;De 35 a 39 años;2015;43,61
10 Comunitat Valenciana;Hombres;De 40 a 44 años;2015;42,6
10 Comunitat Valenciana;Hombres;De 45 a 49 años;2015;42,8
10 Comunitat Valenciana;Hombres;De 50 a 54 años;2015;49,16
10 Comunitat Valenciana;Hombres;De 55 a 59 años;2015;58,05
10 Comunitat Valenciana;Hombres;De 60 a 64 años;2015;73,76
10 Comunitat Valenciana;Hombres;De 65 a 69 años;2015;64,45
10 Comunitat Valenciana;Hombres;De 70 a 74 años;2015;36,31
10 Comunitat Valenciana;Hombres;75 y más años;2015;20,85
10 Comunitat Valenciana;Mujeres;De 10 a 14 años;2015;73,24
10 Comunitat Valenciana;Mujeres;De 15 a 19 años;2015;95,97
10 Comunitat Valenciana;Mujeres;De 20 a 24 años;2015;118,9
10 Comunitat Valenciana;Mujeres;De 25 a 29 años;2015;84,97
10 Comunitat Valenciana;Mujeres;De 30 a 34 años;2015;56,74
10 Comunitat Valenciana;Mujeres;De 35 a 39 años;2015;44,92
10 Comunitat Valenciana;Mujeres;De 40 a 44 años;2015;46,64
10 Comunitat Valenciana;Mujeres;De 45 a 49 años;2015;47,05
10 Comunitat Valenciana;Mujeres;De 50 a 54 años;2015;56,22
10 Comunitat Valenciana;Mujeres;De 55 a 59 años;2015;67,23
10 Comunitat Valenciana;Mujeres;De 60 a 64 años;2015;72,21
10 Comunitat Valenciana;Mujeres;De 65 a 69 años;2015;52,19
10 Comunitat Valenciana;Mujeres;De 70 a 74 años;2015;33,01
10 Comunitat Valenciana;Mujeres;75 y más años;2015;28,77
11 Extremadura;Hombres;De 10 a 14 años;2015;60,97
11 Extremadura;Hombres;De 15 a 19 años;2015;92,9
11 Extremadura;Hombres;De 20 a 24 años;2015;102,02
11 Extremadura;Hombres;De 25 a 29 años;2015;73,55
11 Extremadura;Hombres;De 30 a 34 años;2015;44,66
11 Extremadura;Hombres;De 35 a 39 años;2015;48,49
11 Extremadura;Hombres;De 40 a 44 años;2015;33,5
11 Extremadura;Hombres;De 45 a 49 años;2015;33,77
11 Extremadura;Hombres;De 50 a 54 años;2015;24,25
11 Extremadura;Hombres;De 55 a 59 años;2015;38,21
11 Extremadura;Hombres;De 60 a 64 años;2015;36,29
11 Extremadura;Hombres;De 65 a 69 años;2015;38,62
11 Extremadura;Hombres;De 70 a 74 años;2015;30,76
11 Extremadura;Hombres;75 y más años;2015;24,05
11 Extremadura;Mujeres;De 10 a 14 años;2015;60,87
11 Extremadura;Mujeres;De 15 a 19 años;2015;87,32
11 Extremadura;Mujeres;De 20 a 24 años;2015;120,23
11 Extremadura;Mujeres;De 25 a 29 años;2015;65,78
11 Extremadura;Mujeres;De 30 a 34 años;2015;49,61
11 Extremadura;Mujeres;De 35 a 39 años;2015;37,87
11 Extremadura;Mujeres;De 40 a 44 años;2015;41,68
11 Extremadura;Mujeres;De 45 a 49 años;2015;28,02
11 Extremadura;Mujeres;De 50 a 54 años;2015;26,43
11 Extremadura;Mujeres;De 55 a 59 años;2015;53,35
11 Extremadura;Mujeres;De 60 a 64 años;2015;47,76
11 Extremadura;Mujeres;De 65 a 69 años;2015;46,44
11 Extremadura;Mujeres;De 70 a 74 años;2015;65,01
11 Extremadura;Mujeres;75 y más años;2015;44,96
12 Galicia;Hombres;De 10 a 14 años;2015;91,92
12 Galicia;Hombres;De 15 a 19 años;2015;113,37
12 Galicia;Hombres;De 20 a 24 años;2015;137,97
12 Galicia;Hombres;De 25 a 29 años;2015;106,33
12 Galicia;Hombres;De 30 a 34 años;2015;60,4
12 Galicia;Hombres;De 35 a 39 años;2015;47,26
12 Galicia;Hombres;De 40 a 44 años;2015;41,44
12 Galicia;Hombres;De 45 a 49 años;2015;37,24
12 Galicia;Hombres;De 50 a 54 años;2015;38,66
12 Galicia;Hombres;De 55 a 59 años;2015;31,82
12 Galicia;Hombres;De 60 a 64 años;2015;42,05
12 Galicia;Hombres;De 65 a 69 años;2015;51,7
12 Galicia;Hombres;De 70 a 74 años;2015;39,23
12 Galicia;Hombres;75 y más años;2015;37,75
12 Galicia;Mujeres;De 10 a 14 años;2015;107,16
12 Galicia;Mujeres;De 15 a 19 años;2015;130,92
12 Galicia;Mujeres;De 20 a 24 años;2015;149,54
12 Galicia;Mujeres;De 25 a 29 años;2015;100,15
12 Galicia;Mujeres;De 30 a 34 años;2015;65,05
12 Galicia;Mujeres;De 35 a 39 años;2015;49,32
12 Galicia;Mujeres;De 40 a 44 años;2015;40,64
12 Galicia;Mujeres;De 45 a 49 años;2015;47,31
12 Galicia;Mujeres;De 50 a 54 años;2015;50,38
12 Galicia;Mujeres;De 55 a 59 años;2015;56,64
12 Galicia;Mujeres;De 60 a 64 años;2015;55,11
12 Galicia;Mujeres;De 65 a 69 años;2015;74,64
12 Galicia;Mujeres;De 70 a 74 años;2015;62,79
12 Galicia;Mujeres;75 y más años;2015;62,95
13 Madrid, Comunidad de;Hombres;De 10 a 14 años;2015;111,14
13 Madrid, Comunidad de;Hombres;De 15 a 19 años;2015;146,65
13 Madrid, Comunidad de;Hombres;De 20 a 24 años;2015;160,11
13 Madrid, Comunidad de;Hombres;De 25 a 29 años;2015;134,52
13 Madrid, Comunidad de;Hombres;De 30 a 34 años;2015;74,51
13 Madrid, Comunidad de;Hombres;De 35 a 39 años;2015;47,91
13 Madrid, Comunidad de;Hombres;De 40 a 44 años;2015;39,72
13 Madrid, Comunidad de;Hombres;De 45 a 49 años;2015;36,63
13 Madrid, Comunidad de;Hombres;De 50 a 54 años;2015;37,92
13 Madrid, Comunidad de;Hombres;De 55 a 59 años;2015;38,87
13 Madrid, Comunidad de;Hombres;De 60 a 64 años;2015;50,87
13 Madrid, Comunidad de;Hombres;De 65 a 69 años;2015;63,86
13 Madrid, Comunidad de;Hombres;De 70 a 74 años;2015;81,13
13 Madrid, Comunidad de;Hombres;75 y más años;2015;63,36
13 Madrid, Comunidad de;Mujeres;De 10 a 14 años;2015;105,85
13 Madrid, Comunidad de;Mujeres;De 15 a 19 años;2015;153,46
13 Madrid, Comunidad de;Mujeres;De 20 a 24 años;2015;193,88
13 Madrid, Comunidad de;Mujeres;De 25 a 29 años;2015;127,13
13 Madrid, Comunidad de;Mujeres;De 30 a 34 años;2015;69,72
13 Madrid, Comunidad de;Mujeres;De 35 a 39 años;2015;48,04
13 Madrid, Comunidad de;Mujeres;De 40 a 44 años;2015;43,61
13 Madrid, Comunidad de;Mujeres;De 45 a 49 años;2015;40,49
13 Madrid, Comunidad de;Mujeres;De 50 a 54 años;2015;46,79
13 Madrid, Comunidad de;Mujeres;De 55 a 59 años;2015;57,88
13 Madrid, Comunidad de;Mujeres;De 60 a 64 años;2015;80,84
13 Madrid, Comunidad de;Mujeres;De 65 a 69 años;2015;97,86
13 Madrid, Comunidad de;Mujeres;De 70 a 74 años;2015;102,14
13 Madrid, Comunidad de;Mujeres;75 y más años;2015;76,25
14 Murcia, Región de;Hombres;De 10 a 14 años;2015;42,6
14 Murcia, Región de;Hombres;De 15 a 19 años;2015;59,92
14 Murcia, Región de;Hombres;De 20 a 24 años;2015;79,61
14 Murcia, Región de;Hombres;De 25 a 29 años;2015;81,31
14 Murcia, Región de;Hombres;De 30 a 34 años;2015;40,15
14 Murcia, Región de;Hombres;De 35 a 39 años;2015;25,11
14 Murcia, Región de;Hombres;De 40 a 44 años;2015;20,05
14 Murcia, Región de;Hombres;De 45 a 49 años;2015;24,91
14 Murcia, Región de;Hombres;De 50 a 54 años;2015;20,75
14 Murcia, Región de;Hombres;De 55 a 59 años;2015;30,8
14 Murcia, Región de;Hombres;De 60 a 64 años;2015;42,78
14 Murcia, Región de;Hombres;De 65 a 69 años;2015;49,24
14 Murcia, Región de;Hombres;De 70 a 74 años;2015;27,17
14 Murcia, Región de;Hombres;75 y más años;2015;15,73
14 Murcia, Región de;Mujeres;De 10 a 14 años;2015;45,28
14 Murcia, Región de;Mujeres;De 15 a 19 años;2015;61,64
14 Murcia, Región de;Mujeres;De 20 a 24 años;2015;88,57
14 Murcia, Región de;Mujeres;De 25 a 29 años;2015;63,28
14 Murcia, Región de;Mujeres;De 30 a 34 años;2015;32,59
14 Murcia, Región de;Mujeres;De 35 a 39 años;2015;25,48
14 Murcia, Región de;Mujeres;De 40 a 44 años;2015;23,94
14 Murcia, Región de;Mujeres;De 45 a 49 años;2015;28,22
14 Murcia, Región de;Mujeres;De 50 a 54 años;2015;29,14
14 Murcia, Región de;Mujeres;De 55 a 59 años;2015;48,62
14 Murcia, Región de;Mujeres;De 60 a 64 años;2015;50,84
14 Murcia, Región de;Mujeres;De 65 a 69 años;2015;34,51
14 Murcia, Región de;Mujeres;De 70 a 74 años;2015;23,81
14 Murcia, Región de;Mujeres;75 y más años;2015;21,65
15 Navarra, Comunidad Foral de;Hombres;De 10 a 14 años;2015;89,87
15 Navarra, Comunidad Foral de;Hombres;De 15 a 19 años;2015;114,18
15 Navarra, Comunidad Foral de;Hombres;De 20 a 24 años;2015;114,78
15 Navarra, Comunidad Foral de;Hombres;De 25 a 29 años;2015;87,1
15 Navarra, Comunidad Foral de;Hombres;De 30 a 34 años;2015;52,31
15 Navarra, Comunidad Foral de;Hombres;De 35 a 39 años;2015;43,73
15 Navarra, Comunidad Foral de;Hombres;De 40 a 44 años;2015;27,15
15 Navarra, Comunidad Foral de;Hombres;De 45 a 49 años;2015;28,27
15 Navarra, Comunidad Foral de;Hombres;De 50 a 54 años;2015;33,7
15 Navarra, Comunidad Foral de;Hombres;De 55 a 59 años;2015;32,98
15 Navarra, Comunidad Foral de;Hombres;De 60 a 64 años;2015;32,15
15 Navarra, Comunidad Foral de;Hombres;De 65 a 69 años;2015;80,21
15 Navarra, Comunidad Foral de;Hombres;De 70 a 74 años;2015;105,06
15 Navarra, Comunidad Foral de;Hombres;75 y más años;2015;51,73
15 Navarra, Comunidad Foral de;Mujeres;De 10 a 14 años;2015;82,09
15 Navarra, Comunidad Foral de;Mujeres;De 15 a 19 años;2015;170,73
15 Navarra, Comunidad Foral de;Mujeres;De 20 a 24 años;2015;119,3
15 Navarra, Comunidad Foral de;Mujeres;De 25 a 29 años;2015;70,01
15 Navarra, Comunidad Foral de;Mujeres;De 30 a 34 años;2015;47,87
15 Navarra, Comunidad Foral de;Mujeres;De 35 a 39 años;2015;36,61
15 Navarra, Comunidad Foral de;Mujeres;De 40 a 44 años;2015;42,02
15 Navarra, Comunidad Foral de;Mujeres;De 45 a 49 años;2015;36,64
15 Navarra, Comunidad Foral de;Mujeres;De 50 a 54 años;2015;34,07
15 Navarra, Comunidad Foral de;Mujeres;De 55 a 59 años;2015;57,87
15 Navarra, Comunidad Foral de;Mujeres;De 60 a 64 años;2015;62,24
15 Navarra, Comunidad Foral de;Mujeres;De 65 a 69 años;2015;135,02
15 Navarra, Comunidad Foral de;Mujeres;De 70 a 74 años;2015;91,15
15 Navarra, Comunidad Foral de;Mujeres;75 y más años;2015;99,83
16 País Vasco;Hombres;De 10 a 14 años;2015;100,67
16 País Vasco;Hombres;De 15 a 19 años;2015;133,11
16 País Vasco;Hombres;De 20 a 24 años;2015;131,8
16 País Vasco;Hombres;De 25 a 29 años;2015;101,96
16 País Vasco;Hombres;De 30 a 34 años;2015;65,66
16 País Vasco;Hombres;De 35 a 39 años;2015;50,62
16 País Vasco;Hombres;De 40 a 44 años;2015;44,49
16 País Vasco;Hombres;De 45 a 49 años;2015;40,95
16 País Vasco;Hombres;De 50 a 54 años;2015;44,27
16 País Vasco;Hombres;De 55 a 59 años;2015;60,28
16 País Vasco;Hombres;De 60 a 64 años;2015;54,18
16 País Vasco;Hombres;De 65 a 69 años;2015;66,89
16 País Vasco;Hombres;De 70 a 74 años;2015;65,49
16 País Vasco;Hombres;75 y más años;2015;66,28
16 País Vasco;Mujeres;De 10 a 14 años;2015;105,69
16 País Vasco;Mujeres;De 15 a 19 años;2015;162,53
16 País Vasco;Mujeres;De 20 a 24 años;2015;173,76
16 País Vasco;Mujeres;De 25 a 29 años;2015;103,07
16 País Vasco;Mujeres;De 30 a 34 años;2015;61,49
16 País Vasco;Mujeres;De 35 a 39 años;2015;46,9
16 País Vasco;Mujeres;De 40 a 44 años;2015;43,33
16 País Vasco;Mujeres;De 45 a 49 años;2015;46,14
16 País Vasco;Mujeres;De 50 a 54 años;2015;51,49
16 País Vasco;Mujeres;De 55 a 59 años;2015;72,33
16 País Vasco;Mujeres;De 60 a 64 años;2015;76,87
16 País Vasco;Mujeres;De 65 a 69 años;2015;93,31
16 País Vasco;Mujeres;De 70 a 74 años;2015;104,22
16 País Vasco;Mujeres;75 y más años;2015;91,36
17 Rioja, La;Hombres;De 10 a 14 años;2015;39,26
17 Rioja, La;Hombres;De 15 a 19 años;2015;50
17 Rioja, La;Hombres;De 20 a 24 años;2015;83,14
17 Rioja, La;Hombres;De 25 a 29 años;2015;66,88
17 Rioja, La;Hombres;De 30 a 34 años;2015;45,86
17 Rioja, La;Hombres;De 35 a 39 años;2015;34,84
17 Rioja, La;Hombres;De 40 a 44 años;2015;27,13
17 Rioja, La;Hombres;De 45 a 49 años;2015;25,93
17 Rioja, La;Hombres;De 50 a 54 años;2015;36,37
17 Rioja, La;Hombres;De 55 a 59 años;2015;28,2
17 Rioja, La;Hombres;De 60 a 64 años;2015;21,86
17 Rioja, La;Hombres;De 65 a 69 años;2015;56,96
17 Rioja, La;Hombres;De 70 a 74 años;2015;71,78
17 Rioja, La;Hombres;75 y más años;2015;83,55
17 Rioja, La;Mujeres;De 10 a 14 años;2015;53,35
17 Rioja, La;Mujeres;De 15 a 19 años;2015;79,01
17 Rioja, La;Mujeres;De 20 a 24 años;2015;100,7
17 Rioja, La;Mujeres;De 25 a 29 años;2015;51,98
17 Rioja, La;Mujeres;De 30 a 34 años;2015;37,57
17 Rioja, La;Mujeres;De 35 a 39 años;2015;30,37
17 Rioja, La;Mujeres;De 40 a 44 años;2015;29,73
17 Rioja, La;Mujeres;De 45 a 49 años;2015;28,01
17 Rioja, La;Mujeres;De 50 a 54 años;2015;29,51
17 Rioja, La;Mujeres;De 55 a 59 años;2015;29,58
17 Rioja, La;Mujeres;De 60 a 64 años;2015;59,17
17 Rioja, La;Mujeres;De 65 a 69 años;2015;60,77
17 Rioja, La;Mujeres;De 70 a 74 años;2015;52,94
17 Rioja, La;Mujeres;75 y más años;2015;53,15
18 Ceuta;Hombres;De 10 a 14 años;2015;59,66
18 Ceuta;Hombres;De 15 a 19 años;2015;348,65
18 Ceuta;Hombres;De 20 a 24 años;2015;120,71
18 Ceuta;Hombres;De 25 a 29 años;2015;184,33
18 Ceuta;Hombres;De 30 a 34 años;2015;53,48
18 Ceuta;Hombres;De 35 a 39 años;2015;38,92
18 Ceuta;Hombres;De 40 a 44 años;2015;36,83
18 Ceuta;Hombres;De 45 a 49 años;2015;41,21
18 Ceuta;Hombres;De 50 a 54 años;2015;33,78
18 Ceuta;Hombres;De 55 a 59 años;2015;44,67
18 Ceuta;Hombres;De 60 a 64 años;2015;9,84
18 Ceuta;Hombres;De 65 a 69 años;2015;95,97
18 Ceuta;Hombres;De 70 a 74 años;2015;41,76
18 Ceuta;Hombres;75 y más años;2015;27,37
18 Ceuta;Mujeres;De 10 a 14 años;2015;31,33
18 Ceuta;Mujeres;De 15 a 19 años;2015;54,78
18 Ceuta;Mujeres;De 20 a 24 años;2015;162,55
18 Ceuta;Mujeres;De 25 a 29 años;2015;124,43
18 Ceuta;Mujeres;De 30 a 34 años;2015;95,51
18 Ceuta;Mujeres;De 35 a 39 años;2015;53,05
18 Ceuta;Mujeres;De 40 a 44 años;2015;51,64
